date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:35:51	7639/7639	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Feb%202023%2013:25:56%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/shop-05.jpg	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/shop-05.jpg	(from https://bracketweb.com/jetlywp/product/round-chair/)
15:35:51	1722/1722	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec5-6ba%22	http://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min.js?ver=1741913751	D:/Personal%20Projects/Tna-websitev2/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.minaa2c.js	(from https://bracketweb.com/jetlywp/product/round-chair/)
15:35:51	2765/2765	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min.js?ver=1741913751	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.minaa2c.js	(from https://bracketweb.com/jetlywp/product/round-chair/)
15:35:51	735/735	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher.js?ver=1741913751	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcheraa2c.js	(from https://bracketweb.com/jetlywp/product/round-chair/)
15:35:52	87912/87912	---MCZ	200	added ('OK')	text/html	etag:%2233309-1742301351;gz%22	https://bracketweb.com/jetlywp/product/round-chair/?add_to_wishlist=480&_wpnonce=ce7c29416d	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/round-chair/index6b50.html	(from https://bracketweb.com/jetlywp/product/round-chair/)
15:35:52	9039/9039	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:37:26%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme.js?ver=1741913751	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-themeaa2c.js	(from https://bracketweb.com/jetlywp/product/round-chair/)
15:35:53	2746/2746	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar.css?ver=1742301162	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar2cd0.css	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=480)
15:35:53	1722/1722	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec5-6ba%22	http://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min.js?ver=1742301162	D:/Personal%20Projects/Tna-websitev2/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min2cd0.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=480)
15:35:53	2765/2765	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min.js?ver=1742301162	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min2cd0.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=480)
15:35:53	735/735	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher.js?ver=1742301162	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher2cd0.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=480)
15:35:54	9039/9039	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:37:26%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme.js?ver=1742301162	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme2cd0.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=480)
15:35:54	398590/398590	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2013:39:46%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/style.css?ver=1742301162	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/style2cd0.css	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=480)
15:35:54	2746/2746	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar.css?ver=1741875987	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar3d01.css	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:55	1869/1869	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c11376bdfd1d37a8feaff402eb097145%22	https://bracketweb.com/jetlywp/product/big-stool/feed/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/big-stool/feed/index.html	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:55	2010/2010	---M-Z	200	added ('OK')	application/json	etag:%2233310-1742301355;gz%22	https://bracketweb.com/jetlywp/wp-json/wp/v2/product/481	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/wp/v2/product/481.json	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:55	398590/398590	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2013:39:46%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/style.css?ver=1741875987	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/style3d01.css	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:56	2240/2240	---M-Z	200	added ('OK')	application/json	etag:%2233311-1742301355;gz%22	https://bracketweb.com/jetlywp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbracketweb.com%2Fjetlywp%2Fproduct%2Fbig-stool%2F	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/oembed/1.0/embedb683.json	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20Mar%202025%2012:35:56%20GMT	https://bracketweb.com/jetlywp/?p=481	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/indexf705.html	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:56	2431/2431	---M-Z	200	added ('OK')	text/xml	etag:%2233312-1742301356;gz%22	https://bracketweb.com/jetlywp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbracketweb.com%2Fjetlywp%2Fproduct%2Fbig-stool%2F&format=xml	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/oembed/1.0/embed4d8b	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:57	71684/71684	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2012:35:56%20GMT	https://bracketweb.com/jetlywp/product/big-stool/jetly@mail.com	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/big-stool/jetly@mail.com	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:57	8062/8062	---M--	200	added ('OK')	image/jpeg	date:Thu,%2002%20Feb%202023%2013:26:06%20GMT	https://bracketweb.com/jetlywp/wp-content/uploads/2023/01/shop-06.jpg	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/uploads/2023/01/shop-06.jpg	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:58	1722/1722	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec5-6ba%22	http://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min.js?ver=1741875987	D:/Personal%20Projects/Tna-websitev2/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min3d01.js	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:58	2765/2765	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min.js?ver=1741875987	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min3d01.js	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:58	735/735	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher.js?ver=1741875987	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher3d01.js	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:59	87849/87849	---MCZ	200	added ('OK')	text/html	etag:%2233313-1742301358;gz%22	https://bracketweb.com/jetlywp/product/big-stool/?add_to_wishlist=481&_wpnonce=67413578e0	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/big-stool/index753d.html	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:59	9039/9039	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:37:26%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme.js?ver=1741875987	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme3d01.js	(from https://bracketweb.com/jetlywp/product/big-stool/)
15:35:59	2746/2746	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar.css?ver=1742301163	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar8dcc.css	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=481)
15:36:02	398590/398590	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2013:39:46%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/style.css?ver=1742301163	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/style8dcc.css	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=481)
15:36:02	1722/1722	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec5-6ba%22	http://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min.js?ver=1742301163	D:/Personal%20Projects/Tna-websitev2/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min8dcc.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=481)
15:36:02	2765/2765	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min.js?ver=1742301163	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min8dcc.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=481)
15:36:02	735/735	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher.js?ver=1742301163	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher8dcc.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=481)
15:36:03	9039/9039	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:37:26%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme.js?ver=1742301163	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme8dcc.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=481)
15:36:04	2746/2746	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar.css?ver=1741876015	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbarde41.css	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:04	1881/1881	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c11376bdfd1d37a8feaff402eb097145%22	https://bracketweb.com/jetlywp/product/classy-chair/feed/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/classy-chair/feed/index.html	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:05	2019/2019	---M-Z	200	added ('OK')	application/json	etag:%2233314-1742301364;gz%22	https://bracketweb.com/jetlywp/wp-json/wp/v2/product/491	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/wp/v2/product/491.json	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:05	398590/398590	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2013:39:46%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/style.css?ver=1741876015	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/stylede41.css	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:05	2255/2255	---M-Z	200	added ('OK')	application/json	etag:%2233315-1742301365;gz%22	https://bracketweb.com/jetlywp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbracketweb.com%2Fjetlywp%2Fproduct%2Fclassy-chair%2F	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/oembed/1.0/embed34c5.json	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20Mar%202025%2012:36:05%20GMT	https://bracketweb.com/jetlywp/?p=491	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/index87e8.html	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:06	2446/2446	---M-Z	200	added ('OK')	text/xml	etag:%2233316-1742301366;gz%22	https://bracketweb.com/jetlywp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbracketweb.com%2Fjetlywp%2Fproduct%2Fclassy-chair%2F&format=xml	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/oembed/1.0/embedff9f	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:07	71684/71684	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2012:36:07%20GMT	https://bracketweb.com/jetlywp/product/classy-chair/jetly@mail.com	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/classy-chair/jetly@mail.com	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:08	1722/1722	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec5-6ba%22	http://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min.js?ver=1741876015	D:/Personal%20Projects/Tna-websitev2/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.minde41.js	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:08	2765/2765	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min.js?ver=1741876015	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.minde41.js	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:08	735/735	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher.js?ver=1741876015	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcherde41.js	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:09	87923/87923	---MCZ	200	added ('OK')	text/html	etag:%2233317-1742301368;gz%22	https://bracketweb.com/jetlywp/product/classy-chair/?add_to_wishlist=491&_wpnonce=67413578e0	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/classy-chair/index9f79.html	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:09	9039/9039	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:37:26%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme.js?ver=1741876015	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-themede41.js	(from https://bracketweb.com/jetlywp/product/classy-chair/)
15:36:10	2746/2746	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar.css?ver=1741810567	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar58aa.css	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:10	1869/1869	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c11376bdfd1d37a8feaff402eb097145%22	https://bracketweb.com/jetlywp/product/egg-chair/feed/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/egg-chair/feed/index.html	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:11	398590/398590	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2013:39:46%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/style.css?ver=1741810567	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/style58aa.css	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:11	2010/2010	---M-Z	200	added ('OK')	application/json	etag:%2233318-1742301371;gz%22	https://bracketweb.com/jetlywp/wp-json/wp/v2/product/474	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/wp/v2/product/474.json	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:12	2240/2240	---M-Z	200	added ('OK')	application/json	etag:%2233319-1742301371;gz%22	https://bracketweb.com/jetlywp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbracketweb.com%2Fjetlywp%2Fproduct%2Fegg-chair%2F	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/oembed/1.0/embeddb80.json	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2018%20Mar%202025%2012:36:11%20GMT	https://bracketweb.com/jetlywp/?p=474	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/indexb7bc.html	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:12	2431/2431	---M-Z	200	added ('OK')	text/xml	etag:%2233320-1742301372;gz%22	https://bracketweb.com/jetlywp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbracketweb.com%2Fjetlywp%2Fproduct%2Fegg-chair%2F&format=xml	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/oembed/1.0/embed2e4b	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:13	71684/71684	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2018%20Mar%202025%2012:36:13%20GMT	https://bracketweb.com/jetlywp/product/egg-chair/jetly@mail.com	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/egg-chair/jetly@mail.com	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:14	1722/1722	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec5-6ba%22	http://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min.js?ver=1741810567	D:/Personal%20Projects/Tna-websitev2/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min58aa.js	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:14	2765/2765	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min.js?ver=1741810567	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min58aa.js	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:14	735/735	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher.js?ver=1741810567	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher58aa.js	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:15	87840/87840	---MCZ	200	added ('OK')	text/html	etag:%2233321-1742301374;gz%22	https://bracketweb.com/jetlywp/product/egg-chair/?add_to_wishlist=474&_wpnonce=854de4f43e	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/egg-chair/index743a.html	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:15	9039/9039	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:37:26%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme.js?ver=1741810567	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme58aa.js	(from https://bracketweb.com/jetlywp/product/egg-chair/)
15:36:15	2746/2746	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar.css?ver=1742301164	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar7206.css	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=474)
15:36:17	398590/398590	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2013:39:46%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/style.css?ver=1742301164	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/style7206.css	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=474)
15:36:17	1722/1722	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec5-6ba%22	http://cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min.js?ver=1742301164	D:/Personal%20Projects/Tna-websitev2/cdnjs.cloudflare.com/ajax/libs/js-cookie/2.1.2/js.cookie.min7206.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=474)
15:36:17	2765/2765	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min.js?ver=1742301164	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/jQuery.style.switcher.min7206.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=474)
15:36:17	735/735	---M-Z	200	added ('OK')	text/javascript	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher.js?ver=1742301164	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/js/color-switcher7206.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=474)
15:36:18	9039/9039	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2006%20Mar%202023%2013:37:26%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme.js?ver=1742301164	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/assets/js/jetly-theme7206.js	(from https://bracketweb.com/jetlywp/jetly-shop/?add-to-cart=474)
15:36:18	2746/2746	---M-Z	200	added ('OK')	text/css	date:Fri,%2003%20Mar%202023%2014:28:48%20GMT	https://bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar.css?ver=1741706623	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/plugins/layerdrops-toolbar/assets/css/layerdrops-toolbar6f9d.css	(from https://bracketweb.com/jetlywp/product/office-chair/)
15:36:19	1879/1879	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c11376bdfd1d37a8feaff402eb097145%22	https://bracketweb.com/jetlywp/product/office-chair/feed/	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/product/office-chair/feed/index.html	(from https://bracketweb.com/jetlywp/product/office-chair/)
15:36:20	398590/398590	---M-Z	200	added ('OK')	text/css	date:Mon,%2006%20Mar%202023%2013:39:46%20GMT	https://bracketweb.com/jetlywp/wp-content/themes/jetly/style.css?ver=1741706623	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-content/themes/jetly/style6f9d.css	(from https://bracketweb.com/jetlywp/product/office-chair/)
15:36:20	2349/2349	---M-Z	200	added ('OK')	application/json	etag:%2233322-1742301380;gz%22	https://bracketweb.com/jetlywp/wp-json/wp/v2/product/483	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/wp/v2/product/483.json	(from https://bracketweb.com/jetlywp/product/office-chair/)
15:36:20	2255/2255	---M-Z	200	added ('OK')	application/json	etag:%2233323-1742301380;gz%22	https://bracketweb.com/jetlywp/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbracketweb.com%2Fjetlywp%2Fproduct%2Foffice-chair%2F	D:/Personal%20Projects/Tna-websitev2/bracketweb.com/jetlywp/wp-json/oembed/1.0/embed1675.json	(from https://bracketweb.com/jetlywp/product/office-chair/)
